year,Fixed Cost,Net Energy + AS Revenue,Gen Cap Value,GHG Cost,GHG Value,Resource,Vintage
2031,57890,61174.98477,98.41485894512999,0.0,20450.93350693,generic_solar,2024
2032,57890,57290.74785,88.33099306284801,0.0,20054.811974480002,generic_solar,2024
2033,57890,51691.04995,78.481828180616,0.0,19017.51752302,generic_solar,2024
2034,57890,46642.75857,64.72060863955299,0.0,17938.1025813,generic_solar,2024
2035,57890,41943.81056,36.852624,0.0,22004.141834914473,generic_solar,2024
2036,57890,38660.2146,34.872192,0.0,24793.592879347412,generic_solar,2024
2037,57890,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2024
2038,57890,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2024
2039,57890,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2024
2040,57890,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2024
2041,57890,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2024
2042,57890,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2024
2043,57890,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2024
2044,57890,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2024
2045,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2024
2046,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2024
2047,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2024
2048,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2024
2049,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2024
2050,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2024
2051,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2024
2052,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2024
2053,57890,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2024
2025,56460,76372.61431,474.03992883888,0.0,19196.78723872,generic_solar,2025
2026,56460,81027.93056,243.688976089,0.0,21373.93938168,generic_solar,2025
2027,56460,82552.1307,208.73681920113,0.0,22729.875994,generic_solar,2025
2028,56460,78500.49981,170.4193190271,0.0,22502.811395899997,generic_solar,2025
2029,56460,80288.34432,154.33910226588,0.0,24094.544050200002,generic_solar,2025
2030,56460,60239.20902,79.931529529524,0.0,19194.807335899997,generic_solar,2025
2031,56460,61174.98477,98.41485894512999,0.0,20450.93350693,generic_solar,2025
2032,56460,57290.74785,88.33099306284801,0.0,20054.811974480002,generic_solar,2025
2033,56460,51691.04995,78.481828180616,0.0,19017.51752302,generic_solar,2025
2034,56460,46642.75857,64.72060863955299,0.0,17938.1025813,generic_solar,2025
2035,56460,41943.81056,36.852624,0.0,22004.141834914473,generic_solar,2025
2036,56460,38660.2146,34.872192,0.0,24793.592879347412,generic_solar,2025
2037,56460,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2025
2038,56460,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2025
2039,56460,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2025
2040,56460,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2025
2041,56460,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2025
2042,56460,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2025
2043,56460,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2025
2044,56460,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2025
2045,56460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2025
2046,56460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2025
2047,56460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2025
2048,56460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2025
2049,56460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2025
2050,56460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2025
2051,56460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2025
2052,56460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2025
2053,56460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2025
2054,56460,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2025
2026,68580,81027.93056,243.688976089,0.0,21373.93938168,generic_solar,2026
2027,68580,82552.1307,208.73681920113,0.0,22729.875994,generic_solar,2026
2028,68580,78500.49981,170.4193190271,0.0,22502.811395899997,generic_solar,2026
2029,68580,80288.34432,154.33910226588,0.0,24094.544050200002,generic_solar,2026
2030,68580,60239.20902,79.931529529524,0.0,19194.807335899997,generic_solar,2026
2031,68580,61174.98477,98.41485894512999,0.0,20450.93350693,generic_solar,2026
2032,68580,57290.74785,88.33099306284801,0.0,20054.811974480002,generic_solar,2026
2033,68580,51691.04995,78.481828180616,0.0,19017.51752302,generic_solar,2026
2034,68580,46642.75857,64.72060863955299,0.0,17938.1025813,generic_solar,2026
2035,68580,41943.81056,36.852624,0.0,22004.141834914473,generic_solar,2026
2036,68580,38660.2146,34.872192,0.0,24793.592879347412,generic_solar,2026
2037,68580,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2026
2038,68580,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2026
2039,68580,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2026
2040,68580,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2026
2041,68580,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2026
2042,68580,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2026
2043,68580,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2026
2044,68580,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2026
2045,68580,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2026
2046,68580,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2026
2047,68580,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2026
2048,68580,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2026
2049,68580,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2026
2050,68580,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2026
2051,68580,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2026
2052,68580,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2026
2053,68580,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2026
2054,68580,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2026
2055,68580,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2026
2027,67230,82552.1307,208.73681920113,0.0,22729.875994,generic_solar,2027
2028,67230,78500.49981,170.4193190271,0.0,22502.811395899997,generic_solar,2027
2029,67230,80288.34432,154.33910226588,0.0,24094.544050200002,generic_solar,2027
2030,67230,60239.20902,79.931529529524,0.0,19194.807335899997,generic_solar,2027
2031,67230,61174.98477,98.41485894512999,0.0,20450.93350693,generic_solar,2027
2032,67230,57290.74785,88.33099306284801,0.0,20054.811974480002,generic_solar,2027
2033,67230,51691.04995,78.481828180616,0.0,19017.51752302,generic_solar,2027
2034,67230,46642.75857,64.72060863955299,0.0,17938.1025813,generic_solar,2027
2035,67230,41943.81056,36.852624,0.0,22004.141834914473,generic_solar,2027
2036,67230,38660.2146,34.872192,0.0,24793.592879347412,generic_solar,2027
2037,67230,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2027
2038,67230,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2027
2039,67230,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2027
2040,67230,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2027
2041,67230,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2027
2042,67230,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2027
2043,67230,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2027
2044,67230,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2027
2045,67230,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2027
2046,67230,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2027
2047,67230,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2027
2048,67230,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2027
2049,67230,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2027
2050,67230,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2027
2051,67230,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2027
2052,67230,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2027
2053,67230,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2027
2054,67230,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2027
2055,67230,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2027
2056,67230,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2027
2028,65060,78500.49981,170.4193190271,0.0,22502.811395899997,generic_solar,2028
2029,65060,80288.34432,154.33910226588,0.0,24094.544050200002,generic_solar,2028
2030,65060,60239.20902,79.931529529524,0.0,19194.807335899997,generic_solar,2028
2031,65060,61174.98477,98.41485894512999,0.0,20450.93350693,generic_solar,2028
2032,65060,57290.74785,88.33099306284801,0.0,20054.811974480002,generic_solar,2028
2033,65060,51691.04995,78.481828180616,0.0,19017.51752302,generic_solar,2028
2034,65060,46642.75857,64.72060863955299,0.0,17938.1025813,generic_solar,2028
2035,65060,41943.81056,36.852624,0.0,22004.141834914473,generic_solar,2028
2036,65060,38660.2146,34.872192,0.0,24793.592879347412,generic_solar,2028
2037,65060,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2028
2038,65060,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2028
2039,65060,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2028
2040,65060,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2028
2041,65060,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2028
2042,65060,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2028
2043,65060,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2028
2044,65060,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2028
2045,65060,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2028
2046,65060,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2028
2047,65060,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2028
2048,65060,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2028
2049,65060,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2028
2050,65060,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2028
2051,65060,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2028
2052,65060,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2028
2053,65060,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2028
2054,65060,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2028
2055,65060,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2028
2056,65060,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2028
2057,65060,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2028
2029,62820,80288.34432,154.33910226588,0.0,24094.544050200002,generic_solar,2029
2030,62820,60239.20902,79.931529529524,0.0,19194.807335899997,generic_solar,2029
2031,62820,61174.98477,98.41485894512999,0.0,20450.93350693,generic_solar,2029
2032,62820,57290.74785,88.33099306284801,0.0,20054.811974480002,generic_solar,2029
2033,62820,51691.04995,78.481828180616,0.0,19017.51752302,generic_solar,2029
2034,62820,46642.75857,64.72060863955299,0.0,17938.1025813,generic_solar,2029
2035,62820,41943.81056,36.852624,0.0,22004.141834914473,generic_solar,2029
2036,62820,38660.2146,34.872192,0.0,24793.592879347412,generic_solar,2029
2037,62820,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2029
2038,62820,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2029
2039,62820,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2029
2040,62820,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2029
2041,62820,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2029
2042,62820,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2029
2043,62820,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2029
2044,62820,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2029
2045,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2046,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2047,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2048,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2049,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2050,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2051,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2052,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2053,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2054,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2055,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2056,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2057,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2058,62820,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2029
2030,60510,60239.20902,79.931529529524,0.0,19194.807335899997,generic_solar,2030
2031,60510,61174.98477,98.41485894512999,0.0,20450.93350693,generic_solar,2030
2032,60510,57290.74785,88.33099306284801,0.0,20054.811974480002,generic_solar,2030
2033,60510,51691.04995,78.481828180616,0.0,19017.51752302,generic_solar,2030
2034,60510,46642.75857,64.72060863955299,0.0,17938.1025813,generic_solar,2030
2035,60510,41943.81056,36.852624,0.0,22004.141834914473,generic_solar,2030
2036,60510,38660.2146,34.872192,0.0,24793.592879347412,generic_solar,2030
2037,60510,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2030
2038,60510,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2030
2039,60510,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2030
2040,60510,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2030
2041,60510,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2030
2042,60510,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2030
2043,60510,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2030
2044,60510,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2030
2045,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2046,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2047,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2048,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2049,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2050,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2051,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2052,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2053,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2054,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2055,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2056,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2057,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2058,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2059,60510,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2030
2031,60080,61174.98477,98.41485894512999,0.0,20450.93350693,generic_solar,2031
2032,60080,57290.74785,88.33099306284801,0.0,20054.811974480002,generic_solar,2031
2033,60080,51691.04995,78.481828180616,0.0,19017.51752302,generic_solar,2031
2034,60080,46642.75857,64.72060863955299,0.0,17938.1025813,generic_solar,2031
2035,60080,41943.81056,36.852624,0.0,22004.141834914473,generic_solar,2031
2036,60080,38660.2146,34.872192,0.0,24793.592879347412,generic_solar,2031
2037,60080,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2031
2038,60080,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2031
2039,60080,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2031
2040,60080,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2031
2041,60080,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2031
2042,60080,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2031
2043,60080,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2031
2044,60080,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2031
2045,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2046,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2047,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2048,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2049,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2050,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2051,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2052,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2053,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2054,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2055,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2056,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2057,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2058,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2059,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2060,60080,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2031
2032,59640,57290.74785,88.33099306284801,0.0,20054.811974480002,generic_solar,2032
2033,59640,51691.04995,78.481828180616,0.0,19017.51752302,generic_solar,2032
2034,59640,46642.75857,64.72060863955299,0.0,17938.1025813,generic_solar,2032
2035,59640,41943.81056,36.852624,0.0,22004.141834914473,generic_solar,2032
2036,59640,38660.2146,34.872192,0.0,24793.592879347412,generic_solar,2032
2037,59640,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2032
2038,59640,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2032
2039,59640,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2032
2040,59640,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2032
2041,59640,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2032
2042,59640,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2032
2043,59640,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2032
2044,59640,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2032
2045,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2046,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2047,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2048,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2049,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2050,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2051,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2052,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2053,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2054,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2055,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2056,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2057,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2058,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2059,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2060,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2061,59640,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2032
2033,59200,51691.04995,78.481828180616,0.0,19017.51752302,generic_solar,2033
2034,59200,46642.75857,64.72060863955299,0.0,17938.1025813,generic_solar,2033
2035,59200,41943.81056,36.852624,0.0,22004.141834914473,generic_solar,2033
2036,59200,38660.2146,34.872192,0.0,24793.592879347412,generic_solar,2033
2037,59200,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2033
2038,59200,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2033
2039,59200,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2033
2040,59200,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2033
2041,59200,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2033
2042,59200,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2033
2043,59200,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2033
2044,59200,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2033
2045,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2046,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2047,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2048,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2049,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2050,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2051,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2052,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2053,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2054,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2055,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2056,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2057,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2058,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2059,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2060,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2061,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2062,59200,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2033
2034,58770,46642.75857,64.72060863955299,0.0,17938.1025813,generic_solar,2034
2035,58770,41943.81056,36.852624,0.0,22004.141834914473,generic_solar,2034
2036,58770,38660.2146,34.872192,0.0,24793.592879347412,generic_solar,2034
2037,58770,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2034
2038,58770,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2034
2039,58770,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2034
2040,58770,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2034
2041,58770,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2034
2042,58770,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2034
2043,58770,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2034
2044,58770,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2034
2045,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2046,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2047,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2048,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2049,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2050,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2051,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2052,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2053,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2054,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2055,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2056,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2057,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2058,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2059,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2060,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2061,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2062,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2063,58770,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2034
2035,58330,41943.81056,36.852624,0.0,22004.141834914473,generic_solar,2035
2036,58330,38660.2146,34.872192,0.0,24793.592879347412,generic_solar,2035
2037,58330,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2035
2038,58330,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2035
2039,58330,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2035
2040,58330,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2035
2041,58330,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2035
2042,58330,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2035
2043,58330,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2035
2044,58330,21234.16948,11.588364,0.0,33154.242223215864,generic_solar,2035
2045,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2046,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2047,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2048,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2049,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2050,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2051,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2052,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2053,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2054,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2055,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2056,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2057,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2058,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2059,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2060,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2061,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2062,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2063,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2064,58330,19893.68835,8.358228,0.0,34497.95395598189,generic_solar,2035
2036,57890,38660.2146,34.872192,0.0,24793.592879347412,generic_solar,2036
2037,57890,35786.67118,32.89176,0.0,27327.88332168446,generic_solar,2036
2038,57890,33236.93016,30.911328000000005,0.0,29685.328082293126,generic_solar,2036
2039,57890,30997.57027,28.930932,0.0,31577.499383784183,generic_solar,2036
2040,57890,29045.22632,25.090632,0.0,33184.514471436974,generic_solar,2036
2041,57890,26716.42008,21.715055999999997,0.0,35020.57105054323,generic_solar,2036
2042,57890,24651.73761,18.339516,0.0,36894.351468367655,generic_solar,2036
2043,57890,22836.18082,14.963832000000002,0.0,38364.11620186958,generic_solar,2036
